巧合	1632
当作	1633
精妙	1634
突兀	1635
后果	1636
往往	1637
惊叹	1638
受	1639
启发	1640
脱离	1641
决绝	1642
部片	1643
过度	1644
赞誉	1645
地步	1646
···	1647
客观	1648
-	1649
开	1650
跑车	1651
海滩	1652
游泳	1653
聚首	1654
相去甚远	1655
平均	1656
2011年	1657
居然	1658
改	1659
这次	1660
民疯蠢普	1661
天天	1662
1000万	1663
感染	1664
装逼侠	1665
作	1666
私下	1667
减	1668
绝	1669
侦探	1670
解密	1671
加浅薄	1672
网友	1673
口味	1674
哎	1675
竟然	1676
排	1677
聚	1678
一起	1679
说教	1680
抒情	1681
比喻	1682
真是	1683
醉	1684
文青	1685
哲理	1686
大会	1687
遭遇	1688
姐妹	1689
同志	1690
帮	1691
强奸	1692
朋友	1693
酒	1694
可敬	1695
设	1696
埋伏	1697
导致	1698
由衷感	1699
谢狱	1700
警长	1701
毕竟	1702
主讨	1703
公道	1704
嗯	1705
眼里	1706
9	1707
夸张	1708
一百九十	1709
万	1710
提	1711
一辈子	1712
唱	1713
京戏	1714
扮演	1715
陈凯歌	1716
颠覆	1717
菊仙	1718
巩俐	1719
漂亮	1720
胆色	1721
慈爱	1722
凌厉	1723
女子	1724
宝剑	1725
救	1726
蝶衣	1727
蝶衣犯病	1728
火堆	1729
捡宝剑	1730
思想	1731
旧	1732
禁锢	1733
崩溃	1734
之际	1735
护	1736
师哥	1737
维系	1738
另外	1739
特征	1740
描写	1741
铺天盖地	1742
汹涌	1743
大胆	1744
红卫兵	1745
队伍	1746
迎接	1747
军队	1748
戏园	1749
难以忘怀	1750
影评	1751
错误	1752
进	1753
以及	1754
惊讶	1755
三流	1756
基础	1757
花	1758
h	1759
44min	1760
煎熬	1761
漫长	1762
挺	1763
难得	1764
抗战	1765
前夕	1766
至	1767
文革	1768
历史	1769
时期	1770
凄惨	1771
渗透	1772
细节	1773
包括	1774
忍受	1775
戏班	1776
虐打	1777
孩子	1778
六亲不认	1779
人格	1780
展现	1781
极致	1782
赞	1783
哥哥	1784
悲哀	1785
可怜	1786
痛	1787
疯魔	1788
成活	1789
戏	1790
翻译	1791
再见	1792
妾	1793
酷儿	1794
感情	1795
史诗	1796
解刨	1797
愧是	1798
华语	1799
打动	1800
人心	1801
愧	1802
演	1803
出彩	1804
张国荣	1805
完全	1806
入戏	1807
叹	1808
虞姬	1809
程蝶衣	1810
性格	1811
惊人	1812
相似	1813
写	1814
大赞	1815
剧中	1816
人物	1817
纠葛	1818
北洋	1819
政府	1820
动荡	1821
血泪	1822
相	1823
结合	1824
演绎	1825
感人肺腑	1826
传奇	1827
中文革	1828
加戏	1829
袁二爷	1830
嫖客群	1831
惊现	1832
黄磊	1833
吴大维演	1834
鬼子	1835
国军	1836
军官	1837
世人	1838
赋予	1839
永恒	1840
风华绝代	1841
自刎	1842
剑下	1843
一刻	1844
幸福	1845
望	1846
眸	1847
生死	1848
相许	1849
来世	1850
无怨	1851
迟疑	1852
往事	1853
风雨	1854
纵然	1855
记忆	1856
抹	1857
恨	1858
明天	1859
继续	1860
苦苦	1861
追问	1862
消息	1863
难题	1864
目眩神迷	1865
仍	1866
爱意	1867
无能为力	1868
霸王	1869
道理	1870
心目	1871
讽刺	1872
风月	1873
红色	1874
恋人	1875
感到	1876
惊艳	1877
愚人节	1878
那天	1879
传	1880
懵	1881
愣	1882
好久	1883
梗	1884
慢慢	1885
放下	1886
不可多得	1887
天生	1888
程	1889
随	1890
喜	1891
高兴	1892
怒	1893
伤心	1894
融为一体	1895
欲罢不能	1896
葛优演	1897
硬A	1898
村姑	1899
吾	1900
言	1901
蝶衣有	1902
心思	1903
举动	1904
舒服	1905
一些	1906
尴尬	1907
处境	1908
胸闷	1909
心地	1910
大好人	1911
路线	1912
反倒	1913
当中	1914
有时	1915
某些	1916
坏	1917
碰到	1918
失态	1919
少	1920
反应	1921
文化大革命	1922
革	1923
命	1924
进行	1925
批判	1926
打破	1927
固有	1928
学术界	1929
行而	1930
成熟	1931
头脑发热	1932
手中	1933
许	1934
变味	1935
月	1936
时辰	1937
深深	1938
印	1939
脑海	1940
悲凉	1941
丢	1942
刺猬	1943
弱	1944
扎	1945
痒痒	1946
疼	1947
从头哭到尾	1948
苦	1949
记得	1950
叫程	1951
冤	1952
ibo	1953
赶紧	1954
品味	1955
好几	1956
上学	1957
教室	1958
放过	1959
陷入	1960
难过	1961
始	1962
霸王别姬终	1963
关注	1964
放在	1965
动容	1966
批斗	1967
戏份	1968
何尝	1969
死让人	1970
悲伤	1971
事物	1972
忘记	1973
至少	1974
儿郎	1975
娇娥	1976
开倒车	1977
看看	1978
1992年	1979
声	1980
叹息	1981
男儿身	1982
Leslie	1983
Cheung	1984
多少	1985
儿女情长	1986
巅峰	1987
野史	1988
存疑	1989
搜索	1990
不错	1991
鉴于	1992
香港	1993
方面	1994
主动	1995
李碧华	1996
大牌	1997
随便	1998
选	1999
那时	2000
实力	2001
较	2002
杀伤力	2003
郁闷	2004
不要	2005
难受	2006
园内	2007
知	2008
春色	2009
改动	2010
戏剧性	2011
极度	2012
浓缩	2013
增强	2014
四儿	2015
电影会	2016
drama	2017
难以	2018
隐	2019
露骨	2020
部分	2021
太监	2022
袁四爷	2023
删改	2024
关爷	2025
正好	2026
北平	2027
解放	2028
去世	2029
强	2030
失真	2031
跨度	2032
